UserID,MovieID,Rating,Timestamp,NormalizedOverall
6041,1263,3,1757972957,0.6
6041,260,1,1757972957,0.2
6041,3107,3,1757972957,0.6
6041,3033,1,1757972957,0.2
6041,3744,4,1757972957,0.8
6041,1499,4,1757972957,0.8
6041,2716,3,1757972957,0.6
6041,3016,5,1757972957,1.0
6041,1280,5,1757972957,1.0
6041,1990,2,1757972957,0.4
6041,2841,3,1757972957,0.6
6041,1265,2,1757972957,0.4
6041,3181,4,1757972957,0.8
6041,1957,5,1757972957,1.0
6041,3682,4,1757972957,0.8
6041,94,3,1757972957,0.6
6041,1923,3,1757972957,0.6
6041,1240,1,1757972957,0.2
6041,3930,3,1757972957,0.6
6042,2370,1,1757972957,0.2
6042,2018,3,1757972957,0.6
6042,1770,4,1757972957,0.8
6042,2248,5,1757972957,1.0
6042,2140,4,1757972957,0.8
6042,648,1,1757972957,0.2
6042,3770,3,1757972957,0.6
6042,1242,1,1757972957,0.2
6042,3155,2,1757972957,0.4
6042,3554,2,1757972957,0.4
6042,2643,3,1757972957,0.6
6042,2302,3,1757972957,0.6
6042,3868,5,1757972957,1.0
6042,708,4,1757972957,0.8
6042,3053,3,1757972957,0.6
6042,3083,1,1757972957,0.2
6042,1342,5,1757972957,1.0
6042,2001,1,1757972957,0.2
6042,3467,4,1757972957,0.8
6042,305,1,1757972957,0.2
6042,910,1,1757972957,0.2
6042,1193,5,1757972957,1.0
6043,1617,3,1757972957,0.6
6043,1376,5,1757972957,1.0
6043,1031,4,1757972957,0.8
6043,2459,3,1757972957,0.6
6043,289,1,1757972957,0.2
6043,1259,1,1757972957,0.2
6043,608,3,1757972957,0.6
6043,1972,1,1757972957,0.2
6043,2391,3,1757972957,0.6
6043,25,1,1757972957,0.2
6043,973,5,1757972957,1.0
6043,1183,2,1757972957,0.4
6043,1479,5,1757972957,1.0
6043,170,5,1757972957,1.0
6043,1614,2,1757972957,0.4
6043,2106,1,1757972957,0.2
6043,2100,1,1757972957,0.2
6043,2105,2,1757972957,0.4
6043,471,5,1757972957,1.0
6044,2916,2,1757972957,0.4
6044,1396,3,1757972957,0.6
6044,3763,5,1757972957,1.0
6044,1019,4,1757972957,0.8
6044,1968,3,1757972957,0.6
6044,780,5,1757972957,1.0
6044,105,2,1757972957,0.4
6044,2418,4,1757972957,0.8
6044,714,4,1757972957,0.8
6044,996,3,1757972957,0.6
6044,1219,5,1757972957,1.0
6044,994,2,1757972957,0.4
6044,2297,1,1757972957,0.2
6044,345,1,1757972957,0.2
6044,3927,5,1757972957,1.0
6044,2971,1,1757972957,0.2
6044,1416,5,1757972957,1.0
6044,3471,5,1757972957,1.0
6044,2917,4,1757972957,0.8
6044,919,1,1757972957,0.2
6044,3868,4,1757972957,0.8
6044,1982,3,1757972957,0.6
6044,407,3,1757972957,0.6
6044,1676,4,1757972957,0.8
6044,2657,5,1757972957,1.0
6044,1977,5,1757972957,1.0
6045,3538,1,1757972957,0.2
6045,912,2,1757972957,0.4
6045,3578,3,1757972957,0.6
6045,2520,1,1757972957,0.2
6045,1517,2,1757972957,0.4
6045,1206,2,1757972957,0.4
6045,3785,1,1757972957,0.2
6045,2454,4,1757972957,0.8
6045,2640,5,1757972957,1.0
6045,1246,4,1757972957,0.8
6045,3257,4,1757972957,0.8
6045,2428,4,1757972957,0.8
6045,2580,2,1757972957,0.4
6046,3406,4,1757972957,0.8
6046,541,3,1757972957,0.6
6046,719,3,1757972957,0.6
6046,1213,3,1757972957,0.6
6046,3481,3,1757972957,0.6
6046,2714,4,1757972957,0.8
6046,3120,3,1757972957,0.6
6046,3300,4,1757972957,0.8
6046,141,2,1757972957,0.4
6046,915,3,1757972957,0.6
6046,2539,5,1757972957,1.0
6046,1586,3,1757972957,0.6
6046,193,5,1757972957,1.0
6046,3052,2,1757972957,0.4
6046,2363,3,1757972957,0.6
6046,1240,2,1757972957,0.4
6046,2789,3,1757972957,0.6
6046,1997,3,1757972957,0.6
6046,1064,1,1757972957,0.2
6046,2599,2,1757972957,0.4
6047,926,1,1757972957,0.2
6047,2019,4,1757972957,0.8
6047,3727,2,1757972957,0.4
6047,3827,1,1757972957,0.2
6047,3175,5,1757972957,1.0
6047,1924,2,1757972957,0.4
6047,748,3,1757972957,0.6
6047,1863,5,1757972957,1.0
6047,1327,1,1757972957,0.2
6047,1372,3,1757972957,0.6
6047,62,3,1757972957,0.6
6047,442,2,1757972957,0.4
6047,1544,1,1757972957,0.2
6047,1084,2,1757972957,0.4
6047,1884,3,1757972957,0.6
6047,140,5,1757972957,1.0
6047,2872,3,1757972957,0.6
6047,342,3,1757972957,0.6
6047,17,4,1757972957,0.8
6047,1,5,1757972957,1.0
6048,245,2,1757972957,0.4
6048,1204,5,1757972957,1.0
6048,1393,1,1757972957,0.2
6048,3681,4,1757972957,0.8
6048,1212,1,1757972957,0.2
6048,527,4,1757972957,0.8
6048,1839,2,1757972957,0.4
6048,2092,5,1757972957,1.0
6048,2028,5,1757972957,1.0
6048,1848,1,1757972957,0.2
6048,2917,1,1757972957,0.2
6048,2391,2,1757972957,0.4
6048,3441,2,1757972957,0.4
6048,2858,3,1757972957,0.6
6048,2034,1,1757972957,0.2
6048,194,1,1757972957,0.2
6048,2791,1,1757972957,0.2
6049,2987,2,1757972957,0.4
6049,805,5,1757972957,1.0
6049,1234,4,1757972957,0.8
6049,1537,1,1757972957,0.2
6049,1092,1,1757972957,0.2
6049,780,5,1757972957,1.0
6049,2959,5,1757972957,1.0
6049,164,4,1757972957,0.8
6049,2302,5,1757972957,1.0
6049,589,4,1757972957,0.8
6049,2373,4,1757972957,0.8
6049,1362,5,1757972957,1.0
6049,938,5,1757972957,1.0
6049,922,2,1757972957,0.4
6049,2848,4,1757972957,0.8
6050,1265,2,1757972957,0.4
6050,3448,2,1757972957,0.4
6050,2804,1,1757972957,0.2
6050,2363,2,1757972957,0.4
6050,32,3,1757972957,0.6
6050,1020,5,1757972957,1.0
6050,1235,3,1757972957,0.6
6050,593,5,1757972957,1.0
6050,608,4,1757972957,0.8
6050,173,5,1757972957,1.0
6050,2706,2,1757972957,0.4
6050,1907,3,1757972957,0.6
6050,70,1,1757972957,0.2
6050,3662,4,1757972957,0.8
6050,2490,2,1757972957,0.4
6050,2858,5,1757972957,1.0
6050,3263,5,1757972957,1.0
6050,318,2,1757972957,0.4
6050,2243,4,1757972957,0.8
6050,1242,2,1757972957,0.4
6050,356,4,1757972957,0.8
6051,32,2,1757972957,0.4
6051,433,1,1757972957,0.2
6051,645,4,1757972957,0.8
6051,3395,2,1757972957,0.4
6051,1375,3,1757972957,0.6
6051,2194,1,1757972957,0.2
6051,2571,3,1757972957,0.6
6051,2916,2,1757972957,0.4
6051,3786,5,1757972957,1.0
6051,2641,3,1757972957,0.6
6051,2020,3,1757972957,0.6
6051,3253,3,1757972957,0.6
6051,1282,1,1757972957,0.2
6051,1884,2,1757972957,0.4
6051,527,4,1757972957,0.8
6051,1320,3,1757972957,0.6
6051,1230,5,1757972957,1.0
6051,222,3,1757972957,0.6
6051,1573,5,1757972957,1.0
6051,357,1,1757972957,0.2
6051,1834,5,1757972957,1.0
6052,3624,5,1757972957,1.0
6052,1672,1,1757972957,0.2
6052,153,2,1757972957,0.4
6052,1343,1,1757972957,0.2
6052,648,2,1757972957,0.4
6052,1591,2,1757972957,0.4
6052,2174,2,1757972957,0.4
6052,1391,5,1757972957,1.0
6052,2966,2,1757972957,0.4
6052,2716,5,1757972957,1.0
6052,3841,5,1757972957,1.0
6052,2723,5,1757972957,1.0
6052,173,5,1757972957,1.0
6052,1275,5,1757972957,1.0
6052,587,4,1757972957,0.8
6052,2572,5,1757972957,1.0
6052,3066,1,1757972957,0.2
6052,1286,5,1757972957,1.0
6052,494,3,1757972957,0.6
6052,1201,4,1757972957,0.8
6052,527,5,1757972957,1.0
6053,2349,1,1757972957,0.2
6053,783,1,1757972957,0.2
6053,2476,4,1757972957,0.8
6053,592,1,1757972957,0.2
6053,1270,4,1757972957,0.8
6053,527,4,1757972957,0.8
6053,2797,2,1757972957,0.4
6053,3708,4,1757972957,0.8
6053,3791,2,1757972957,0.4
6053,1334,5,1757972957,1.0
6053,903,4,1757972957,0.8
6053,2145,1,1757972957,0.2
6053,541,3,1757972957,0.6
6053,425,3,1757972957,0.6
6053,1094,4,1757972957,0.8
6053,292,4,1757972957,0.8
6053,440,3,1757972957,0.6
6053,594,2,1757972957,0.4
6053,2688,4,1757972957,0.8
6053,2081,5,1757972957,1.0
6053,838,4,1757972957,0.8
6053,1178,1,1757972957,0.2
6053,2148,4,1757972957,0.8
6053,1748,2,1757972957,0.4
6053,11,2,1757972957,0.4
6053,2302,4,1757972957,0.8
6053,2273,3,1757972957,0.6
6053,2759,1,1757972957,0.2
6053,912,4,1757972957,0.8
6054,1339,1,1757972957,0.2
6054,293,4,1757972957,0.8
6054,2278,4,1757972957,0.8
6054,3534,5,1757972957,1.0
6054,1719,4,1757972957,0.8
6054,3247,4,1757972957,0.8
6054,1302,3,1757972957,0.6
6054,974,2,1757972957,0.4
6054,1704,2,1757972957,0.4
6054,2407,2,1757972957,0.4
6054,1603,2,1757972957,0.4
6054,953,5,1757972957,1.0
6054,1500,3,1757972957,0.6
6054,1221,3,1757972957,0.6
6054,3246,1,1757972957,0.2
6054,2478,5,1757972957,1.0
6054,1206,5,1757972957,1.0
6054,1197,4,1757972957,0.8
6054,3476,2,1757972957,0.4
6054,2628,2,1757972957,0.4
6054,2021,5,1757972957,1.0
6054,246,2,1757972957,0.4
6054,1082,3,1757972957,0.6
6054,3555,4,1757972957,0.8
6055,969,3,1757972957,0.6
6055,2359,2,1757972957,0.4
6055,1287,5,1757972957,1.0
6055,951,5,1757972957,1.0
6055,1084,4,1757972957,0.8
6055,1136,2,1757972957,0.4
6055,1562,2,1757972957,0.4
6055,3424,5,1757972957,1.0
6055,2662,5,1757972957,1.0
6055,838,4,1757972957,0.8
